# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 34.615, 50.856 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Asia/Tehran, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Asia/Tehran", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "34.6146", "lon": "50.856", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00,2019-01-01 03:30,0,0,0,0.133
2019-01-01 01:00,2019-01-01 04:30,0,0,0,-0.222
2019-01-01 02:00,2019-01-01 05:30,0,0,0,-0.549
2019-01-01 03:00,2019-01-01 06:30,0.355,0.004,0.002,-0.908
2019-01-01 04:00,2019-01-01 07:30,279.590,0.266,0.037,1.303
2019-01-01 05:00,2019-01-01 08:30,531.959,0.542,0.051,4.561
2019-01-01 06:00,2019-01-01 09:30,672.910,0.720,0.064,7.928
2019-01-01 07:00,2019-01-01 10:30,686.613,0.718,0.092,9.702
2019-01-01 08:00,2019-01-01 11:30,662.512,0.667,0.115,10.677
2019-01-01 09:00,2019-01-01 12:30,627.837,0.622,0.116,11.355
2019-01-01 10:00,2019-01-01 13:30,604.505,0.619,0.091,11.820
2019-01-01 11:00,2019-01-01 14:30,484.091,0.485,0.072,11.736
2019-01-01 12:00,2019-01-01 15:30,271.655,0.256,0.051,10.178
2019-01-01 13:00,2019-01-01 16:30,14.052,0.019,0.008,6.653
2019-01-01 14:00,2019-01-01 17:30,0,0,0,5.444
2019-01-01 15:00,2019-01-01 18:30,0,0,0,5.275
2019-01-01 16:00,2019-01-01 19:30,0,0,0,5.057
2019-01-01 17:00,2019-01-01 20:30,0,0,0,4.468
2019-01-01 18:00,2019-01-01 21:30,0,0,0,3.707
2019-01-01 19:00,2019-01-01 22:30,0,0,0,3.224
2019-01-01 20:00,2019-01-01 23:30,0,0,0,2.815
2019-01-01 21:00,2019-01-02 00:30,0,0,0,2.369
2019-01-01 22:00,2019-01-02 01:30,0,0,0,1.796
2019-01-01 23:00,2019-01-02 02:30,0,0,0,1.235
2019-01-02 00:00,2019-01-02 03:30,0,0,0,0.861
2019-01-02 01:00,2019-01-02 04:30,0,0,0,0.717
2019-01-02 02:00,2019-01-02 05:30,0,0,0,0.908
2019-01-02 03:00,2019-01-02 06:30,0,0.001,0.002,1.082
2019-01-02 04:00,2019-01-02 07:30,105.404,0.065,0.060,2.523
2019-01-02 05:00,2019-01-02 08:30,324.507,0.240,0.118,5.728
2019-01-02 06:00,2019-01-02 09:30,457.386,0.357,0.157,8.070
2019-01-02 07:00,2019-01-02 10:30,383.496,0.216,0.214,9.106
2019-01-02 08:00,2019-01-02 11:30,322.039,0.130,0.232,9.383
2019-01-02 09:00,2019-01-02 12:30,249.831,0.072,0.210,9.456
2019-01-02 10:00,2019-01-02 13:30,189.659,0.046,0.172,9.536
2019-01-02 11:00,2019-01-02 14:30,130.467,0.031,0.124,9.455
2019-01-02 12:00,2019-01-02 15:30,45.955,0.010,0.054,8.420
2019-01-02 13:00,2019-01-02 16:30,0,0.001,0.004,6.391
2019-01-02 14:00,2019-01-02 17:30,0,0,0,5.424
2019-01-02 15:00,2019-01-02 18:30,0,0,0,4.810
2019-01-02 16:00,2019-01-02 19:30,0,0,0,4.273
2019-01-02 17:00,2019-01-02 20:30,0,0,0,3.849
2019-01-02 18:00,2019-01-02 21:30,0,0,0,3.585
2019-01-02 19:00,2019-01-02 22:30,0,0,0,3.484
2019-01-02 20:00,2019-01-02 23:30,0,0,0,3.382
2019-01-02 21:00,2019-01-03 00:30,0,0,0,3.138
2019-01-02 22:00,2019-01-03 01:30,0,0,0,2.893
2019-01-02 23:00,2019-01-03 02:30,0,0,0,2.774
2019-01-03 00:00,2019-01-03 03:30,0,0,0,2.642
2019-01-03 01:00,2019-01-03 04:30,0,0,0,2.478
2019-01-03 02:00,2019-01-03 05:30,0,0,0,2.319
2019-01-03 03:00,2019-01-03 06:30,0,0,0.001,2.076
2019-01-03 04:00,2019-01-03 07:30,37.295,0.009,0.044,2.453
2019-01-03 05:00,2019-01-03 08:30,104.761,0.020,0.105,3.521
2019-01-03 06:00,2019-01-03 09:30,186.021,0.040,0.169,4.716
2019-01-03 07:00,2019-01-03 10:30,210.151,0.041,0.195,5.902
2019-01-03 08:00,2019-01-03 11:30,207.927,0.036,0.199,6.790
2019-01-03 09:00,2019-01-03 12:30,213.029,0.040,0.200,7.006
2019-01-03 10:00,2019-01-03 13:30,157.153,0.024,0.156,6.123
2019-01-03 11:00,2019-01-03 14:30,106.769,0.017,0.111,4.966
2019-01-03 12:00,2019-01-03 15:30,55.343,0.012,0.061,4.698
2019-01-03 13:00,2019-01-03 16:30,1.909,0.002,0.007,3.969
2019-01-03 14:00,2019-01-03 17:30,0,0,0,3.015
2019-01-03 15:00,2019-01-03 18:30,0,0,0,2.437
2019-01-03 16:00,2019-01-03 19:30,0,0,0,1.962
2019-01-03 17:00,2019-01-03 20:30,0,0,0,1.949
2019-01-03 18:00,2019-01-03 21:30,0,0,0,1.899
2019-01-03 19:00,2019-01-03 22:30,0,0,0,1.732
2019-01-03 20:00,2019-01-03 23:30,0,0,0,1.384
2019-01-03 21:00,2019-01-04 00:30,0,0,0,1.101
2019-01-03 22:00,2019-01-04 01:30,0,0,0,0.949
2019-01-03 23:00,2019-01-04 02:30,0,0,0,0.767
2019-01-04 00:00,2019-01-04 03:30,0,0,0,0.483
2019-01-04 01:00,2019-01-04 04:30,0,0,0,0.206
2019-01-04 02:00,2019-01-04 05:30,0,0,0,-0.043
2019-01-04 03:00,2019-01-04 06:30,0.766,0.005,0.002,-0.267
2019-01-04 04:00,2019-01-04 07:30,288.845,0.277,0.036,1.091
2019-01-04 05:00,2019-01-04 08:30,543.036,0.557,0.048,3.989
2019-01-04 06:00,2019-01-04 09:30,705.602,0.772,0.053,7.209
2019-01-04 07:00,2019-01-04 10:30,794.105,0.905,0.058,9.545
2019-01-04 08:00,2019-01-04 11:30,822.501,0.955,0.059,11.188
2019-01-04 09:00,2019-01-04 12:30,795.259,0.921,0.058,12.201
2019-01-04 10:00,2019-01-04 13:30,710.329,0.803,0.055,12.601
2019-01-04 11:00,2019-01-04 14:30,560.610,0.606,0.048,12.377
2019-01-04 12:00,2019-01-04 15:30,329.226,0.333,0.038,10.413
2019-01-04 13:00,2019-01-04 16:30,23.942,0.031,0.007,5.549
2019-01-04 14:00,2019-01-04 17:30,0,0,0,3.802
2019-01-04 15:00,2019-01-04 18:30,0,0,0,3.086
2019-01-04 16:00,2019-01-04 19:30,0,0,0,2.597
2019-01-04 17:00,2019-01-04 20:30,0,0,0,2.301
2019-01-04 18:00,2019-01-04 21:30,0,0,0,2.155
2019-01-04 19:00,2019-01-04 22:30,0,0,0,1.682
2019-01-04 20:00,2019-01-04 23:30,0,0,0,1.069
2019-01-04 21:00,2019-01-05 00:30,0,0,0,0.663
2019-01-04 22:00,2019-01-05 01:30,0,0,0,0.408
2019-01-04 23:00,2019-01-05 02:30,0,0,0,0.282
2019-01-05 00:00,2019-01-05 03:30,0,0,0,0.196
2019-01-05 01:00,2019-01-05 04:30,0,0,0,0.170
2019-01-05 02:00,2019-01-05 05:30,0,0,0,0.165
2019-01-05 03:00,2019-01-05 06:30,0.057,0.003,0.002,0.161
2019-01-05 04:00,2019-01-05 07:30,206.732,0.180,0.049,2.384
2019-01-05 05:00,2019-01-05 08:30,424.578,0.394,0.077,5.888
2019-01-05 06:00,2019-01-05 09:30,675.491,0.730,0.064,9.280
2019-01-05 07:00,2019-01-05 10:30,797.841,0.928,0.059,12.893
2019-01-05 08:00,2019-01-05 11:30,736.011,0.816,0.090,14.847
2019-01-05 09:00,2019-01-05 12:30,415.367,0.311,0.170,15.026
2019-01-05 10:00,2019-01-05 13:30,627.452,0.672,0.084,15.647
2019-01-05 11:00,2019-01-05 14:30,551.614,0.602,0.052,15.659
2019-01-05 12:00,2019-01-05 15:30,323.978,0.331,0.040,13.694
2019-01-05 13:00,2019-01-05 16:30,23.267,0.030,0.008,10.561
2019-01-05 14:00,2019-01-05 17:30,0,0,0,7.974
2019-01-05 15:00,2019-01-05 18:30,0,0,0,6.390
2019-01-05 16:00,2019-01-05 19:30,0,0,0,6.034
2019-01-05 17:00,2019-01-05 20:30,0,0,0,6.232
2019-01-05 18:00,2019-01-05 21:30,0,0,0,6.072
2019-01-05 19:00,2019-01-05 22:30,0,0,0,5.514
2019-01-05 20:00,2019-01-05 23:30,0,0,0,4.945
2019-01-05 21:00,2019-01-06 00:30,0,0,0,4.359
2019-01-05 22:00,2019-01-06 01:30,0,0,0,3.567
2019-01-05 23:00,2019-01-06 02:30,0,0,0,2.888
2019-01-06 00:00,2019-01-06 03:30,0,0,0,2.724
2019-01-06 01:00,2019-01-06 04:30,0,0,0,2.704
2019-01-06 02:00,2019-01-06 05:30,0,0,0,2.545
2019-01-06 03:00,2019-01-06 06:30,0,0,0.002,2.503
2019-01-06 04:00,2019-01-06 07:30,43.180,0.013,0.046,3.192
2019-01-06 05:00,2019-01-06 08:30,123.559,0.032,0.112,4.393
2019-01-06 06:00,2019-01-06 09:30,218.085,0.069,0.176,6.181
2019-01-06 07:00,2019-01-06 10:30,315.461,0.132,0.221,8.267
2019-01-06 08:00,2019-01-06 11:30,386.626,0.203,0.234,10.395
2019-01-06 09:00,2019-01-06 12:30,411.666,0.246,0.223,11.987
2019-01-06 10:00,2019-01-06 13:30,292.677,0.139,0.195,12.556
2019-01-06 11:00,2019-01-06 14:30,211.236,0.098,0.146,12.321
2019-01-06 12:00,2019-01-06 15:30,116.786,0.061,0.080,10.651
2019-01-06 13:00,2019-01-06 16:30,4.432,0.005,0.009,7.105
2019-01-06 14:00,2019-01-06 17:30,0,0,0,5.651
2019-01-06 15:00,2019-01-06 18:30,0,0,0,4.904
2019-01-06 16:00,2019-01-06 19:30,0,0,0,4.530
2019-01-06 17:00,2019-01-06 20:30,0,0,0,4.055
2019-01-06 18:00,2019-01-06 21:30,0,0,0,3.439
2019-01-06 19:00,2019-01-06 22:30,0,0,0,2.829
2019-01-06 20:00,2019-01-06 23:30,0,0,0,2.468
2019-01-06 21:00,2019-01-07 00:30,0,0,0,2.134
2019-01-06 22:00,2019-01-07 01:30,0,0,0,2.077
2019-01-06 23:00,2019-01-07 02:30,0,0,0,2.292
2019-01-07 00:00,2019-01-07 03:30,0,0,0,2.342
2019-01-07 01:00,2019-01-07 04:30,0,0,0,2.209
2019-01-07 02:00,2019-01-07 05:30,0,0,0,1.905
2019-01-07 03:00,2019-01-07 06:30,0.881,0.005,0.003,1.462
2019-01-07 04:00,2019-01-07 07:30,266.244,0.252,0.041,3.810
2019-01-07 05:00,2019-01-07 08:30,518.734,0.532,0.054,7.537
2019-01-07 06:00,2019-01-07 09:30,683.974,0.751,0.059,10.345
2019-01-07 07:00,2019-01-07 10:30,760.465,0.861,0.067,12.103
2019-01-07 08:00,2019-01-07 11:30,788.241,0.903,0.070,12.887
2019-01-07 09:00,2019-01-07 12:30,751.882,0.847,0.072,13.009
2019-01-07 10:00,2019-01-07 13:30,666.181,0.727,0.069,12.766
2019-01-07 11:00,2019-01-07 14:30,519.603,0.540,0.061,12.065
2019-01-07 12:00,2019-01-07 15:30,289.304,0.279,0.048,10.581
2019-01-07 13:00,2019-01-07 16:30,19.454,0.025,0.009,7.329
2019-01-07 14:00,2019-01-07 17:30,0,0,0,4.968
2019-01-07 15:00,2019-01-07 18:30,0,0,0,3.538
2019-01-07 16:00,2019-01-07 19:30,0,0,0,2.511
2019-01-07 17:00,2019-01-07 20:30,0,0,0,1.779
2019-01-07 18:00,2019-01-07 21:30,0,0,0,1.080
2019-01-07 19:00,2019-01-07 22:30,0,0,0,0.469
2019-01-07 20:00,2019-01-07 23:30,0,0,0,0.024
2019-01-07 21:00,2019-01-08 00:30,0,0,0,-0.474
2019-01-07 22:00,2019-01-08 01:30,0,0,0,-0.960
2019-01-07 23:00,2019-01-08 02:30,0,0,0,-1.399
2019-01-08 00:00,2019-01-08 03:30,0,0,0,-1.793
2019-01-08 01:00,2019-01-08 04:30,0,0,0,-2.097
2019-01-08 02:00,2019-01-08 05:30,0,0,0,-2.242
2019-01-08 03:00,2019-01-08 06:30,2.075,0.006,0.003,-2.319
2019-01-08 04:00,2019-01-08 07:30,310.236,0.298,0.037,0.764
2019-01-08 05:00,2019-01-08 08:30,558.347,0.576,0.049,4.323
2019-01-08 06:00,2019-01-08 09:30,706.728,0.773,0.057,8.075
2019-01-08 07:00,2019-01-08 10:30,779.244,0.880,0.065,10.479
2019-01-08 08:00,2019-01-08 11:30,807.354,0.927,0.068,11.723
2019-01-08 09:00,2019-01-08 12:30,766.462,0.867,0.072,12.590
2019-01-08 10:00,2019-01-08 13:30,619.824,0.647,0.088,13.026
2019-01-08 11:00,2019-01-08 14:30,344.721,0.282,0.111,12.669
2019-01-08 12:00,2019-01-08 15:30,129.624,0.083,0.071,10.179
2019-01-08 13:00,2019-01-08 16:30,8.010,0.010,0.009,6.163
2019-01-08 14:00,2019-01-08 17:30,0,0,0,4.321
2019-01-08 15:00,2019-01-08 18:30,0,0,0,3.427
2019-01-08 16:00,2019-01-08 19:30,0,0,0,2.850
2019-01-08 17:00,2019-01-08 20:30,0,0,0,2.714
2019-01-08 18:00,2019-01-08 21:30,0,0,0,2.935
2019-01-08 19:00,2019-01-08 22:30,0,0,0,2.870
2019-01-08 20:00,2019-01-08 23:30,0,0,0,1.934
2019-01-08 21:00,2019-01-09 00:30,0,0,0,1.904
2019-01-08 22:00,2019-01-09 01:30,0,0,0,1.849
2019-01-08 23:00,2019-01-09 02:30,0,0,0,1.462
2019-01-09 00:00,2019-01-09 03:30,0,0,0,1.278
2019-01-09 01:00,2019-01-09 04:30,0,0,0,1.219
2019-01-09 02:00,2019-01-09 05:30,0,0,0,0.691
2019-01-09 03:00,2019-01-09 06:30,0.407,0.003,0.003,0.173
2019-01-09 04:00,2019-01-09 07:30,230.451,0.204,0.048,1.663
2019-01-09 05:00,2019-01-09 08:30,483.941,0.470,0.067,4.799
2019-01-09 06:00,2019-01-09 09:30,637.194,0.660,0.077,8.060
2019-01-09 07:00,2019-01-09 10:30,727.087,0.790,0.082,10.741
2019-01-09 08:00,2019-01-09 11:30,749.816,0.829,0.086,12.568
2019-01-09 09:00,2019-01-09 12:30,737.801,0.823,0.080,13.802
2019-01-09 10:00,2019-01-09 13:30,643.709,0.694,0.078,14.271
2019-01-09 11:00,2019-01-09 14:30,480.520,0.484,0.074,13.877
2019-01-09 12:00,2019-01-09 15:30,246.204,0.224,0.058,12.130
2019-01-09 13:00,2019-01-09 16:30,14.614,0.018,0.010,8.068
2019-01-09 14:00,2019-01-09 17:30,0,0,0,6.023
2019-01-09 15:00,2019-01-09 18:30,0,0,0,4.587
2019-01-09 16:00,2019-01-09 19:30,0,0,0,3.540
2019-01-09 17:00,2019-01-09 20:30,0,0,0,2.637
2019-01-09 18:00,2019-01-09 21:30,0,0,0,1.911
2019-01-09 19:00,2019-01-09 22:30,0,0,0,1.174
2019-01-09 20:00,2019-01-09 23:30,0,0,0,0.406
2019-01-09 21:00,2019-01-10 00:30,0,0,0,-0.178
2019-01-09 22:00,2019-01-10 01:30,0,0,0,-0.536
2019-01-09 23:00,2019-01-10 02:30,0,0,0,-0.773
2019-01-10 00:00,2019-01-10 03:30,0,0,0,-0.849
2019-01-10 01:00,2019-01-10 04:30,0,0,0,-0.808
2019-01-10 02:00,2019-01-10 05:30,0,0,0,-1.096
2019-01-10 03:00,2019-01-10 06:30,2.146,0.006,0.003,-1.608
2019-01-10 04:00,2019-01-10 07:30,316.294,0.305,0.036,0.365
2019-01-10 05:00,2019-01-10 08:30,568.514,0.587,0.045,2.967
2019-01-10 06:00,2019-01-10 09:30,729.624,0.796,0.051,4.974
2019-01-10 07:00,2019-01-10 10:30,820.540,0.928,0.056,6.478
2019-01-10 08:00,2019-01-10 11:30,850.801,0.978,0.058,7.589
2019-01-10 09:00,2019-01-10 12:30,823.445,0.942,0.057,8.324
2019-01-10 10:00,2019-01-10 13:30,735.269,0.820,0.053,8.641
2019-01-10 11:00,2019-01-10 14:30,579.391,0.617,0.048,8.395
2019-01-10 12:00,2019-01-10 15:30,340.326,0.340,0.038,7.176
2019-01-10 13:00,2019-01-10 16:30,32.511,0.039,0.009,2.732
2019-01-10 14:00,2019-01-10 17:30,0,0,0,0.997
2019-01-10 15:00,2019-01-10 18:30,0,0,0,0.343
2019-01-10 16:00,2019-01-10 19:30,0,0,0,-0.411
2019-01-10 17:00,2019-01-10 20:30,0,0,0,-1.039
2019-01-10 18:00,2019-01-10 21:30,0,0,0,-1.468
2019-01-10 19:00,2019-01-10 22:30,0,0,0,-1.810
2019-01-10 20:00,2019-01-10 23:30,0,0,0,-1.917
2019-01-10 21:00,2019-01-11 00:30,0,0,0,-1.899
2019-01-10 22:00,2019-01-11 01:30,0,0,0,-2.049
2019-01-10 23:00,2019-01-11 02:30,0,0,0,-2.439
2019-01-11 00:00,2019-01-11 03:30,0,0,0,-2.928
2019-01-11 01:00,2019-01-11 04:30,0,0,0,-3.111
2019-01-11 02:00,2019-01-11 05:30,0,0,0,-3.068
2019-01-11 03:00,2019-01-11 06:30,2.989,0.008,0.003,-2.892
2019-01-11 04:00,2019-01-11 07:30,320.632,0.308,0.036,-0.497
2019-01-11 05:00,2019-01-11 08:30,571.575,0.589,0.045,2.573
2019-01-11 06:00,2019-01-11 09:30,731.982,0.796,0.052,4.504
2019-01-11 07:00,2019-01-11 10:30,820.691,0.926,0.057,6.210
2019-01-11 08:00,2019-01-11 11:30,848.434,0.973,0.059,7.601
2019-01-11 09:00,2019-01-11 12:30,818.053,0.934,0.058,8.499
2019-01-11 10:00,2019-01-11 13:30,729.865,0.812,0.055,8.929
2019-01-11 11:00,2019-01-11 14:30,574.984,0.611,0.049,8.785
2019-01-11 12:00,2019-01-11 15:30,336.691,0.335,0.040,7.278
2019-01-11 13:00,2019-01-11 16:30,32.381,0.039,0.009,2.542
2019-01-11 14:00,2019-01-11 17:30,0,0,0,0.751
2019-01-11 15:00,2019-01-11 18:30,0,0,0,0.416
2019-01-11 16:00,2019-01-11 19:30,0,0,0,0.139
2019-01-11 17:00,2019-01-11 20:30,0,0,0,-0.147
2019-01-11 18:00,2019-01-11 21:30,0,0,0,-0.316
2019-01-11 19:00,2019-01-11 22:30,0,0,0,-0.367
2019-01-11 20:00,2019-01-11 23:30,0,0,0,-0.480
2019-01-11 21:00,2019-01-12 00:30,0,0,0,-0.362
2019-01-11 22:00,2019-01-12 01:30,0,0,0,-0.070
2019-01-11 23:00,2019-01-12 02:30,0,0,0,-0.150
2019-01-12 00:00,2019-01-12 03:30,0,0,0,-0.733
2019-01-12 01:00,2019-01-12 04:30,0,0,0,-1.397
2019-01-12 02:00,2019-01-12 05:30,0,0,0,-1.938
2019-01-12 03:00,2019-01-12 06:30,2.869,0.007,0.004,-2.031
2019-01-12 04:00,2019-01-12 07:30,261.173,0.236,0.045,-0.731
2019-01-12 05:00,2019-01-12 08:30,524.326,0.517,0.059,1.654
2019-01-12 06:00,2019-01-12 09:30,692.349,0.728,0.065,4.024
2019-01-12 07:00,2019-01-12 10:30,772.776,0.841,0.071,5.974
2019-01-12 08:00,2019-01-12 11:30,817.905,0.919,0.069,7.984
2019-01-12 09:00,2019-01-12 12:30,791.298,0.893,0.066,9.716
2019-01-12 10:00,2019-01-12 13:30,703.194,0.776,0.062,10.732
2019-01-12 11:00,2019-01-12 14:30,547.366,0.575,0.056,10.651
2019-01-12 12:00,2019-01-12 15:30,308.898,0.299,0.046,8.527
2019-01-12 13:00,2019-01-12 16:30,26.533,0.031,0.010,3.474
2019-01-12 14:00,2019-01-12 17:30,0,0,0,1.661
2019-01-12 15:00,2019-01-12 18:30,0,0,0,1.530
2019-01-12 16:00,2019-01-12 19:30,0,0,0,2.151
2019-01-12 17:00,2019-01-12 20:30,0,0,0,2.569
2019-01-12 18:00,2019-01-12 21:30,0,0,0,2.441
2019-01-12 19:00,2019-01-12 22:30,0,0,0,1.845
2019-01-12 20:00,2019-01-12 23:30,0,0,0,1.230
2019-01-12 21:00,2019-01-13 00:30,0,0,0,0.734
2019-01-12 22:00,2019-01-13 01:30,0,0,0,0.317
2019-01-12 23:00,2019-01-13 02:30,0,0,0,-0.185
2019-01-13 00:00,2019-01-13 03:30,0,0,0,-0.592
2019-01-13 01:00,2019-01-13 04:30,0,0,0,-0.273
2019-01-13 02:00,2019-01-13 05:30,0,0,0,0.254
2019-01-13 03:00,2019-01-13 06:30,0,0,0.001,0.705
2019-01-13 04:00,2019-01-13 07:30,14.528,0.002,0.025,1.514
2019-01-13 05:00,2019-01-13 08:30,58.395,0.005,0.071,3.122
2019-01-13 06:00,2019-01-13 09:30,173.730,0.032,0.165,5.226
2019-01-13 07:00,2019-01-13 10:30,255.130,0.066,0.219,7.487
2019-01-13 08:00,2019-01-13 11:30,315.823,0.108,0.247,9.835
2019-01-13 09:00,2019-01-13 12:30,330.982,0.133,0.243,11.715
2019-01-13 10:00,2019-01-13 13:30,275.834,0.106,0.209,12.506
2019-01-13 11:00,2019-01-13 14:30,196.862,0.072,0.156,11.894
2019-01-13 12:00,2019-01-13 15:30,66.013,0.016,0.070,9.627
2019-01-13 13:00,2019-01-13 16:30,0.677,0.001,0.006,7.096
2019-01-13 14:00,2019-01-13 17:30,0,0,0,5.567
2019-01-13 15:00,2019-01-13 18:30,0,0,0,4.703
2019-01-13 16:00,2019-01-13 19:30,0,0,0,4.189
2019-01-13 17:00,2019-01-13 20:30,0,0,0,3.907
2019-01-13 18:00,2019-01-13 21:30,0,0,0,3.858
2019-01-13 19:00,2019-01-13 22:30,0,0,0,3.902
2019-01-13 20:00,2019-01-13 23:30,0,0,0,3.950
2019-01-13 21:00,2019-01-14 00:30,0,0,0,4.009
2019-01-13 22:00,2019-01-14 01:30,0,0,0,4.167
2019-01-13 23:00,2019-01-14 02:30,0,0,0,3.979
2019-01-14 00:00,2019-01-14 03:30,0,0,0,3.590
2019-01-14 01:00,2019-01-14 04:30,0,0,0,3.327
2019-01-14 02:00,2019-01-14 05:30,0,0,0,3.224
2019-01-14 03:00,2019-01-14 06:30,0,0,0.001,3.052
2019-01-14 04:00,2019-01-14 07:30,21.290,0.004,0.032,3.902
2019-01-14 05:00,2019-01-14 08:30,68.127,0.008,0.079,5.885
2019-01-14 06:00,2019-01-14 09:30,130.719,0.019,0.135,7.993
2019-01-14 07:00,2019-01-14 10:30,186.720,0.035,0.180,9.824
2019-01-14 08:00,2019-01-14 11:30,333.456,0.142,0.238,12.256
2019-01-14 09:00,2019-01-14 12:30,564.276,0.488,0.180,14.643
2019-01-14 10:00,2019-01-14 13:30,586.837,0.579,0.122,15.675
2019-01-14 11:00,2019-01-14 14:30,453.503,0.429,0.100,15.413
2019-01-14 12:00,2019-01-14 15:30,238.918,0.203,0.072,13.677
2019-01-14 13:00,2019-01-14 16:30,16.999,0.018,0.013,10.454
2019-01-14 14:00,2019-01-14 17:30,0,0,0,8.706
2019-01-14 15:00,2019-01-14 18:30,0,0,0,7.569
2019-01-14 16:00,2019-01-14 19:30,0,0,0,6.700
2019-01-14 17:00,2019-01-14 20:30,0,0,0,5.976
2019-01-14 18:00,2019-01-14 21:30,0,0,0,5.256
2019-01-14 19:00,2019-01-14 22:30,0,0,0,4.424
2019-01-14 20:00,2019-01-14 23:30,0,0,0,3.770
2019-01-14 21:00,2019-01-15 00:30,0,0,0,3.166
2019-01-14 22:00,2019-01-15 01:30,0,0,0,2.619
2019-01-14 23:00,2019-01-15 02:30,0,0,0,2.099
2019-01-15 00:00,2019-01-15 03:30,0,0,0,1.578
2019-01-15 01:00,2019-01-15 04:30,0,0,0,1.097
2019-01-15 02:00,2019-01-15 05:30,0,0,0,0.729
2019-01-15 03:00,2019-01-15 06:30,3.187,0.007,0.004,0.290
2019-01-15 04:00,2019-01-15 07:30,284.121,0.266,0.044,2.955
2019-01-15 05:00,2019-01-15 08:30,529.626,0.540,0.057,6.468
2019-01-15 06:00,2019-01-15 09:30,687.274,0.749,0.062,9.652
2019-01-15 07:00,2019-01-15 10:30,774.110,0.879,0.067,11.888
2019-01-15 08:00,2019-01-15 11:30,802.208,0.928,0.069,13.268
2019-01-15 09:00,2019-01-15 12:30,768.967,0.881,0.069,14.062
2019-01-15 10:00,2019-01-15 13:30,681.473,0.759,0.066,14.392
2019-01-15 11:00,2019-01-15 14:30,529.098,0.559,0.061,14.097
2019-01-15 12:00,2019-01-15 15:30,293.187,0.284,0.051,12.383
2019-01-15 13:00,2019-01-15 16:30,25.797,0.030,0.011,7.682
2019-01-15 14:00,2019-01-15 17:30,0,0,0,5.580
2019-01-15 15:00,2019-01-15 18:30,0,0,0,4.523
2019-01-15 16:00,2019-01-15 19:30,0,0,0,3.524
2019-01-15 17:00,2019-01-15 20:30,0,0,0,2.615
2019-01-15 18:00,2019-01-15 21:30,0,0,0,1.883
2019-01-15 19:00,2019-01-15 22:30,0,0,0,1.308
2019-01-15 20:00,2019-01-15 23:30,0,0,0,0.820
2019-01-15 21:00,2019-01-16 00:30,0,0,0,0.450
2019-01-15 22:00,2019-01-16 01:30,0,0,0,0.261
2019-01-15 23:00,2019-01-16 02:30,0,0,0,0.169
2019-01-16 00:00,2019-01-16 03:30,0,0,0,0.166
2019-01-16 01:00,2019-01-16 04:30,0,0,0,0.325
2019-01-16 02:00,2019-01-16 05:30,0,0,0,0.427
2019-01-16 03:00,2019-01-16 06:30,3.272,0.007,0.005,0.475
2019-01-16 04:00,2019-01-16 07:30,273.866,0.250,0.050,3.690
2019-01-16 05:00,2019-01-16 08:30,509.489,0.507,0.068,7.527
2019-01-16 06:00,2019-01-16 09:30,652.601,0.691,0.080,11.188
2019-01-16 07:00,2019-01-16 10:30,723.560,0.790,0.092,13.705
2019-01-16 08:00,2019-01-16 11:30,690.257,0.724,0.118,15.363
2019-01-16 09:00,2019-01-16 12:30,561.232,0.513,0.156,16.214
2019-01-16 10:00,2019-01-16 13:30,448.932,0.367,0.158,16.339
2019-01-16 11:00,2019-01-16 14:30,298.528,0.207,0.139,15.658
2019-01-16 12:00,2019-01-16 15:30,69.259,0.023,0.068,13.563
2019-01-16 13:00,2019-01-16 16:30,2.426,0.002,0.008,10.858
2019-01-16 14:00,2019-01-16 17:30,0,0,0,9.252
2019-01-16 15:00,2019-01-16 18:30,0,0,0,8.243
2019-01-16 16:00,2019-01-16 19:30,0,0,0,7.261
2019-01-16 17:00,2019-01-16 20:30,0,0,0,6.575
2019-01-16 18:00,2019-01-16 21:30,0,0,0,6.133
2019-01-16 19:00,2019-01-16 22:30,0,0,0,5.822
2019-01-16 20:00,2019-01-16 23:30,0,0,0,5.651
2019-01-16 21:00,2019-01-17 00:30,0,0,0,5.447
2019-01-16 22:00,2019-01-17 01:30,0,0,0,5.050
2019-01-16 23:00,2019-01-17 02:30,0,0,0,4.772
2019-01-17 00:00,2019-01-17 03:30,0,0,0,4.512
2019-01-17 01:00,2019-01-17 04:30,0,0,0,4.143
2019-01-17 02:00,2019-01-17 05:30,0,0,0,3.791
2019-01-17 03:00,2019-01-17 06:30,1.282,0.003,0.005,3.748
2019-01-17 04:00,2019-01-17 07:30,174.072,0.132,0.066,5.914
2019-01-17 05:00,2019-01-17 08:30,310.823,0.225,0.123,8.999
