# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 34.615, 50.856 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Asia/Tehran, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Asia/Tehran", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "34.6146", "lon": "50.856", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1000", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-04-17 20:00,2019-04-18 00:30,0,0,0,13.284
2019-04-17 21:00,2019-04-18 01:30,0,0,0,12.808
2019-04-17 22:00,2019-04-18 02:30,0,0,0,12.412
2019-04-17 23:00,2019-04-18 03:30,0,0,0,12.036
2019-04-18 00:00,2019-04-18 04:30,0,0,0,11.747
2019-04-18 01:00,2019-04-18 05:30,0,0,0,11.189
2019-04-18 02:00,2019-04-18 06:30,13.946,0,0.027,11.437
2019-04-18 03:00,2019-04-18 07:30,67.402,0.005,0.084,13.292
2019-04-18 04:00,2019-04-18 08:30,102.994,0.007,0.121,13.621
2019-04-18 05:00,2019-04-18 09:30,148.496,0.011,0.166,13.213
2019-04-18 06:00,2019-04-18 10:30,339.552,0.077,0.315,15.005
2019-04-18 07:00,2019-04-18 11:30,515.917,0.263,0.351,17.586
2019-04-18 08:00,2019-04-18 12:30,595.442,0.404,0.324,19.426
2019-04-18 09:00,2019-04-18 13:30,610.401,0.468,0.286,20.863
2019-04-18 10:00,2019-04-18 14:30,622.669,0.559,0.219,22.149
2019-04-18 11:00,2019-04-18 15:30,466.371,0.331,0.234,22.443
2019-04-18 12:00,2019-04-18 16:30,270.936,0.109,0.215,21.896
2019-04-18 13:00,2019-04-18 17:30,159.214,0.052,0.143,21.188
2019-04-18 14:00,2019-04-18 18:30,28.818,0.001,0.045,19.265
2019-04-18 15:00,2019-04-18 19:30,0,0,0,17.049
2019-04-18 16:00,2019-04-18 20:30,0,0,0,15.656
2019-04-18 17:00,2019-04-18 21:30,0,0,0,14.771
2019-04-18 18:00,2019-04-18 22:30,0,0,0,14.093
2019-04-18 19:00,2019-04-18 23:30,0,0,0,13.386
2019-04-18 20:00,2019-04-19 00:30,0,0,0,12.220
2019-04-18 21:00,2019-04-19 01:30,0,0,0,11.847
2019-04-18 22:00,2019-04-19 02:30,0,0,0,11.984
2019-04-18 23:00,2019-04-19 03:30,0,0,0,12.017
2019-04-19 00:00,2019-04-19 04:30,0,0,0,11.524
2019-04-19 01:00,2019-04-19 05:30,0,0,0,11.175
2019-04-19 02:00,2019-04-19 06:30,12.943,0,0.026,10.905
2019-04-19 03:00,2019-04-19 07:30,127.420,0.040,0.113,11.706
2019-04-19 04:00,2019-04-19 08:30,267.934,0.130,0.178,13.272
2019-04-19 05:00,2019-04-19 09:30,429.392,0.288,0.211,15.506
2019-04-19 06:00,2019-04-19 10:30,530.209,0.395,0.238,17.655
2019-04-19 07:00,2019-04-19 11:30,602.705,0.495,0.243,19.737
2019-04-19 08:00,2019-04-19 12:30,714.932,0.731,0.182,21.743
2019-04-19 09:00,2019-04-19 13:30,736.696,0.810,0.144,23.149
2019-04-19 10:00,2019-04-19 14:30,685.162,0.752,0.126,23.862
2019-04-19 11:00,2019-04-19 15:30,573.452,0.600,0.114,23.773
2019-04-19 12:00,2019-04-19 16:30,410.602,0.393,0.102,23.011
2019-04-19 13:00,2019-04-19 17:30,214.463,0.173,0.085,21.637
2019-04-19 14:00,2019-04-19 18:30,37.471,0.007,0.050,18.699
2019-04-19 15:00,2019-04-19 19:30,0,0,0,15.211
2019-04-19 16:00,2019-04-19 20:30,0,0,0,13.857
2019-04-19 17:00,2019-04-19 21:30,0,0,0,12.883
2019-04-19 18:00,2019-04-19 22:30,0,0,0,11.989
2019-04-19 19:00,2019-04-19 23:30,0,0,0,11.170
2019-04-19 20:00,2019-04-20 00:30,0,0,0,10.441
2019-04-19 21:00,2019-04-20 01:30,0,0,0,9.744
2019-04-19 22:00,2019-04-20 02:30,0,0,0,9.159
2019-04-19 23:00,2019-04-20 03:30,0,0,0,8.645
2019-04-20 00:00,2019-04-20 04:30,0,0,0,8.203
2019-04-20 01:00,2019-04-20 05:30,0,0,0,7.824
2019-04-20 02:00,2019-04-20 06:30,15.116,0,0.028,8.653
2019-04-20 03:00,2019-04-20 07:30,183.889,0.148,0.066,12.164
2019-04-20 04:00,2019-04-20 08:30,398.534,0.381,0.080,15.001
2019-04-20 05:00,2019-04-20 09:30,564.759,0.574,0.101,16.792
2019-04-20 06:00,2019-04-20 10:30,624.741,0.608,0.152,17.596
2019-04-20 07:00,2019-04-20 11:30,681.652,0.668,0.176,18.251
2019-04-20 08:00,2019-04-20 12:30,717.605,0.727,0.174,18.957
2019-04-20 09:00,2019-04-20 13:30,711.703,0.733,0.162,19.588
2019-04-20 10:00,2019-04-20 14:30,651.259,0.656,0.151,19.786
2019-04-20 11:00,2019-04-20 15:30,538.792,0.511,0.140,19.494
2019-04-20 12:00,2019-04-20 16:30,388.638,0.339,0.119,18.947
2019-04-20 13:00,2019-04-20 17:30,204.816,0.149,0.094,18.032
2019-04-20 14:00,2019-04-20 18:30,37.730,0.007,0.049,15.615
2019-04-20 15:00,2019-04-20 19:30,0,0,0.001,12.046
2019-04-20 16:00,2019-04-20 20:30,0,0,0,10.767
2019-04-20 17:00,2019-04-20 21:30,0,0,0,9.774
2019-04-20 18:00,2019-04-20 22:30,0,0,0,8.913
2019-04-20 19:00,2019-04-20 23:30,0,0,0,8.148
2019-04-20 20:00,2019-04-21 00:30,0,0,0,7.445
2019-04-20 21:00,2019-04-21 01:30,0,0,0,6.819
2019-04-20 22:00,2019-04-21 02:30,0,0,0,6.392
2019-04-20 23:00,2019-04-21 03:30,0,0,0,5.956
2019-04-21 00:00,2019-04-21 04:30,0,0,0,5.541
2019-04-21 01:00,2019-04-21 05:30,0,0,0,5.158
2019-04-21 02:00,2019-04-21 06:30,14.643,0,0.027,5.959
2019-04-21 03:00,2019-04-21 07:30,188.233,0.156,0.060,9.403
2019-04-21 04:00,2019-04-21 08:30,409.316,0.398,0.071,12.791
2019-04-21 05:00,2019-04-21 09:30,590.052,0.623,0.081,15.405
2019-04-21 06:00,2019-04-21 10:30,710.588,0.787,0.093,17.025
2019-04-21 07:00,2019-04-21 11:30,789.040,0.909,0.098,18.315
2019-04-21 08:00,2019-04-21 12:30,814.721,0.954,0.101,19.276
2019-04-21 09:00,2019-04-21 13:30,798.034,0.937,0.097,20.179
2019-04-21 10:00,2019-04-21 14:30,723.210,0.826,0.094,20.894
2019-04-21 11:00,2019-04-21 15:30,604.361,0.660,0.087,21.252
2019-04-21 12:00,2019-04-21 16:30,424.565,0.425,0.083,21.115
2019-04-21 13:00,2019-04-21 17:30,219.087,0.190,0.072,20.280
2019-04-21 14:00,2019-04-21 18:30,35.697,0.008,0.046,17.716
2019-04-21 15:00,2019-04-21 19:30,0,0,0.001,14.430
2019-04-21 16:00,2019-04-21 20:30,0,0,0,12.569
2019-04-21 17:00,2019-04-21 21:30,0,0,0,11.256
2019-04-21 18:00,2019-04-21 22:30,0,0,0,10.232
2019-04-21 19:00,2019-04-21 23:30,0,0,0,9.340
2019-04-21 20:00,2019-04-22 00:30,0,0,0,8.587
2019-04-21 21:00,2019-04-22 01:30,0,0,0,7.881
2019-04-21 22:00,2019-04-22 02:30,0,0,0,7.413
2019-04-21 23:00,2019-04-22 03:30,0,0,0,7.282
2019-04-22 00:00,2019-04-22 04:30,0,0,0,7.129
2019-04-22 01:00,2019-04-22 05:30,0,0,0,6.924
2019-04-22 02:00,2019-04-22 06:30,8.972,0,0.020,7.008
2019-04-22 03:00,2019-04-22 07:30,80.512,0.008,0.093,7.869
2019-04-22 04:00,2019-04-22 08:30,203.411,0.045,0.187,9.007
2019-04-22 05:00,2019-04-22 09:30,367.556,0.164,0.253,11.521
2019-04-22 06:00,2019-04-22 10:30,597.133,0.495,0.216,14.713
2019-04-22 07:00,2019-04-22 11:30,656.851,0.580,0.226,17.526
2019-04-22 08:00,2019-04-22 12:30,640.707,0.533,0.257,19.339
2019-04-22 09:00,2019-04-22 13:30,643.533,0.563,0.237,20.544
2019-04-22 10:00,2019-04-22 14:30,628.968,0.595,0.186,20.989
2019-04-22 11:00,2019-04-22 15:30,561.508,0.548,0.137,20.597
2019-04-22 12:00,2019-04-22 16:30,436.554,0.423,0.096,19.690
2019-04-22 13:00,2019-04-22 17:30,234.377,0.200,0.076,18.154
2019-04-22 14:00,2019-04-22 18:30,39.372,0.009,0.049,15.394
2019-04-22 15:00,2019-04-22 19:30,0,0,0.001,11.558
2019-04-22 16:00,2019-04-22 20:30,0,0,0,9.892
2019-04-22 17:00,2019-04-22 21:30,0,0,0,8.576
2019-04-22 18:00,2019-04-22 22:30,0,0,0,7.492
2019-04-22 19:00,2019-04-22 23:30,0,0,0,6.567
2019-04-22 20:00,2019-04-23 00:30,0,0,0,5.729
2019-04-22 21:00,2019-04-23 01:30,0,0,0,5.161
2019-04-22 22:00,2019-04-23 02:30,0,0,0,4.864
2019-04-22 23:00,2019-04-23 03:30,0,0,0,4.631
2019-04-23 00:00,2019-04-23 04:30,0,0,0,4.446
2019-04-23 01:00,2019-04-23 05:30,0,0,0,4.176
2019-04-23 02:00,2019-04-23 06:30,23.448,0,0.038,5.178
2019-04-23 03:00,2019-04-23 07:30,189.731,0.134,0.082,8.312
2019-04-23 04:00,2019-04-23 08:30,378.165,0.307,0.120,10.445
2019-04-23 05:00,2019-04-23 09:30,490.733,0.377,0.186,11.422
2019-04-23 06:00,2019-04-23 10:30,549.209,0.383,0.256,12.109
2019-04-23 07:00,2019-04-23 11:30,552.745,0.323,0.322,12.544
2019-04-23 08:00,2019-04-23 12:30,485.582,0.199,0.362,12.618
2019-04-23 09:00,2019-04-23 13:30,456.099,0.169,0.356,12.691
2019-04-23 10:00,2019-04-23 14:30,460.138,0.205,0.325,12.943
2019-04-23 11:00,2019-04-23 15:30,402.602,0.187,0.274,12.936
2019-04-23 12:00,2019-04-23 16:30,289.019,0.117,0.213,12.395
2019-04-23 13:00,2019-04-23 17:30,178.234,0.069,0.139,11.529
2019-04-23 14:00,2019-04-23 18:30,45.351,0.004,0.060,9.856
2019-04-23 15:00,2019-04-23 19:30,0,0,0.001,7.074
2019-04-23 16:00,2019-04-23 20:30,0,0,0,5.595
2019-04-23 17:00,2019-04-23 21:30,0,0,0,4.471
2019-04-23 18:00,2019-04-23 22:30,0,0,0,3.544
2019-04-23 19:00,2019-04-23 23:30,0,0,0,2.669
2019-04-23 20:00,2019-04-24 00:30,0,0,0,1.902
2019-04-23 21:00,2019-04-24 01:30,0,0,0,1.341
2019-04-23 22:00,2019-04-24 02:30,0,0,0,0.985
2019-04-23 23:00,2019-04-24 03:30,0,0,0,0.690
2019-04-24 00:00,2019-04-24 04:30,0,0,0,0.396
2019-04-24 01:00,2019-04-24 05:30,0,0,0,0.100
2019-04-24 02:00,2019-04-24 06:30,18.944,0,0.032,0.774
2019-04-24 03:00,2019-04-24 07:30,202.495,0.170,0.055,3.234
2019-04-24 04:00,2019-04-24 08:30,437.507,0.423,0.063,6.198
2019-04-24 05:00,2019-04-24 09:30,628.510,0.657,0.072,8.915
2019-04-24 06:00,2019-04-24 10:30,757.779,0.836,0.081,11.070
2019-04-24 07:00,2019-04-24 11:30,836.445,0.960,0.086,12.765
2019-04-24 08:00,2019-04-24 12:30,862.165,1.007,0.089,14.035
2019-04-24 09:00,2019-04-24 13:30,838.315,0.975,0.088,14.862
2019-04-24 10:00,2019-04-24 14:30,763.782,0.865,0.085,15.267
2019-04-24 11:00,2019-04-24 15:30,637.334,0.689,0.079,15.273
2019-04-24 12:00,2019-04-24 16:30,457.912,0.461,0.071,14.834
2019-04-24 13:00,2019-04-24 17:30,237.098,0.211,0.063,13.905
2019-04-24 14:00,2019-04-24 18:30,36.387,0.009,0.045,11.811
2019-04-24 15:00,2019-04-24 19:30,0,0,0.001,8.288
2019-04-24 16:00,2019-04-24 20:30,0,0,0,7.284
2019-04-24 17:00,2019-04-24 21:30,0,0,0,6.332
2019-04-24 18:00,2019-04-24 22:30,0,0,0,4.979
2019-04-24 19:00,2019-04-24 23:30,0,0,0,3.954
2019-04-24 20:00,2019-04-25 00:30,0,0,0,3.193
2019-04-24 21:00,2019-04-25 01:30,0,0,0,2.413
2019-04-24 22:00,2019-04-25 02:30,0,0,0,1.817
2019-04-24 23:00,2019-04-25 03:30,0,0,0,1.309
2019-04-25 00:00,2019-04-25 04:30,0,0,0,0.928
2019-04-25 01:00,2019-04-25 05:30,0,0,0,0.726
2019-04-25 02:00,2019-04-25 06:30,22.295,0,0.036,1.950
2019-04-25 03:00,2019-04-25 07:30,205.038,0.168,0.063,5.766
2019-04-25 04:00,2019-04-25 08:30,432.246,0.412,0.075,8.836
2019-04-25 05:00,2019-04-25 09:30,616.898,0.636,0.088,11.321
2019-04-25 06:00,2019-04-25 10:30,709.603,0.737,0.121,13.009
2019-04-25 07:00,2019-04-25 11:30,679.615,0.613,0.208,13.940
2019-04-25 08:00,2019-04-25 12:30,582.522,0.389,0.301,14.330
2019-04-25 09:00,2019-04-25 13:30,598.713,0.429,0.285,14.920
2019-04-25 10:00,2019-04-25 14:30,560.786,0.412,0.253,15.257
2019-04-25 11:00,2019-04-25 15:30,473.280,0.332,0.220,15.213
2019-04-25 12:00,2019-04-25 16:30,325.597,0.181,0.194,14.717
2019-04-25 13:00,2019-04-25 17:30,154.684,0.044,0.140,13.766
2019-04-25 14:00,2019-04-25 18:30,33.283,0.001,0.050,11.981
2019-04-25 15:00,2019-04-25 19:30,0,0,0.001,9.802
2019-04-25 16:00,2019-04-25 20:30,0,0,0,9.156
2019-04-25 17:00,2019-04-25 21:30,0,0,0,8.534
2019-04-25 18:00,2019-04-25 22:30,0,0,0,7.835
2019-04-25 19:00,2019-04-25 23:30,0,0,0,7.127
2019-04-25 20:00,2019-04-26 00:30,0,0,0,6.472
2019-04-25 21:00,2019-04-26 01:30,0,0,0,5.947
2019-04-25 22:00,2019-04-26 02:30,0,0,0,5.548
2019-04-25 23:00,2019-04-26 03:30,0,0,0,5.218
2019-04-26 00:00,2019-04-26 04:30,0,0,0,5.144
2019-04-26 01:00,2019-04-26 05:30,0,0,0,4.926
2019-04-26 02:00,2019-04-26 06:30,26.041,0,0.041,5.356
2019-04-26 03:00,2019-04-26 07:30,167.186,0.087,0.106,7.503
2019-04-26 04:00,2019-04-26 08:30,361.762,0.279,0.128,9.707
2019-04-26 05:00,2019-04-26 09:30,538.121,0.483,0.140,11.574
2019-04-26 06:00,2019-04-26 10:30,645.454,0.607,0.162,13.121
2019-04-26 07:00,2019-04-26 11:30,719.654,0.708,0.173,14.470
2019-04-26 08:00,2019-04-26 12:30,725.250,0.703,0.191,15.460
2019-04-26 09:00,2019-04-26 13:30,699.857,0.666,0.194,16.150
2019-04-26 10:00,2019-04-26 14:30,632.562,0.577,0.190,16.519
2019-04-26 11:00,2019-04-26 15:30,491.579,0.382,0.198,16.434
2019-04-26 12:00,2019-04-26 16:30,345.383,0.226,0.174,16.091
2019-04-26 13:00,2019-04-26 17:30,186.590,0.091,0.129,15.423
2019-04-26 14:00,2019-04-26 18:30,45.530,0.004,0.061,13.689
2019-04-26 15:00,2019-04-26 19:30,0,0,0.002,10.845
2019-04-26 16:00,2019-04-26 20:30,0,0,0,10.084
2019-04-26 17:00,2019-04-26 21:30,0,0,0,9.615
2019-04-26 18:00,2019-04-26 22:30,0,0,0,9.251
2019-04-26 19:00,2019-04-26 23:30,0,0,0,9.076
2019-04-26 20:00,2019-04-27 00:30,0,0,0,8.965
2019-04-26 21:00,2019-04-27 01:30,0,0,0,8.748
2019-04-26 22:00,2019-04-27 02:30,0,0,0,8.439
2019-04-26 23:00,2019-04-27 03:30,0,0,0,8.050
2019-04-27 00:00,2019-04-27 04:30,0,0,0,7.460
2019-04-27 01:00,2019-04-27 05:30,0,0,0,6.731
2019-04-27 02:00,2019-04-27 06:30,26.244,0,0.041,6.996
2019-04-27 03:00,2019-04-27 07:30,169.708,0.100,0.097,9.732
2019-04-27 04:00,2019-04-27 08:30,380.114,0.330,0.103,12.163
2019-04-27 05:00,2019-04-27 09:30,580.046,0.591,0.097,14.665
2019-04-27 06:00,2019-04-27 10:30,711.264,0.776,0.102,16.520
2019-04-27 07:00,2019-04-27 11:30,787.038,0.893,0.109,17.910
2019-04-27 08:00,2019-04-27 12:30,790.876,0.892,0.122,18.907
2019-04-27 09:00,2019-04-27 13:30,779.948,0.883,0.118,19.669
2019-04-27 10:00,2019-04-27 14:30,675.893,0.710,0.134,19.885
2019-04-27 11:00,2019-04-27 15:30,551.822,0.535,0.134,19.729
2019-04-27 12:00,2019-04-27 16:30,381.970,0.320,0.131,19.175
2019-04-27 13:00,2019-04-27 17:30,197.897,0.122,0.113,18.199
2019-04-27 14:00,2019-04-27 18:30,43.334,0.003,0.060,15.961
2019-04-27 15:00,2019-04-27 19:30,0,0,0.002,12.910
2019-04-27 16:00,2019-04-27 20:30,0,0,0,11.778
2019-04-27 17:00,2019-04-27 21:30,0,0,0,11.066
2019-04-27 18:00,2019-04-27 22:30,0,0,0,10.575
2019-04-27 19:00,2019-04-27 23:30,0,0,0,9.983
2019-04-27 20:00,2019-04-28 00:30,0,0,0,9.746
2019-04-27 21:00,2019-04-28 01:30,0,0,0,9.772
2019-04-27 22:00,2019-04-28 02:30,0,0,0,9.978
2019-04-27 23:00,2019-04-28 03:30,0,0,0,9.975
2019-04-28 00:00,2019-04-28 04:30,0,0,0,9.920
2019-04-28 01:00,2019-04-28 05:30,0,0,0,9.646
2019-04-28 02:00,2019-04-28 06:30,28.365,0,0.044,9.744
2019-04-28 03:00,2019-04-28 07:30,138.149,0.034,0.131,12.069
2019-04-28 04:00,2019-04-28 08:30,308.073,0.161,0.194,14.821
2019-04-28 05:00,2019-04-28 09:30,479.469,0.354,0.213,17.588
2019-04-28 06:00,2019-04-28 10:30,544.897,0.384,0.274,19.234
2019-04-28 07:00,2019-04-28 11:30,524.781,0.280,0.354,19.990
2019-04-28 08:00,2019-04-28 12:30,442.281,0.141,0.387,20.180
2019-04-28 09:00,2019-04-28 13:30,355.233,0.067,0.353,20.059
2019-04-28 10:00,2019-04-28 14:30,253.902,0.027,0.273,19.423
2019-04-28 11:00,2019-04-28 15:30,197.917,0.017,0.219,18.581
2019-04-28 12:00,2019-04-28 16:30,147.683,0.012,0.168,17.820
2019-04-28 13:00,2019-04-28 17:30,98.600,0.008,0.117,17.076
2019-04-28 14:00,2019-04-28 18:30,38.118,0.001,0.056,15.540
2019-04-28 15:00,2019-04-28 19:30,0,0,0.002,13.002
2019-04-28 16:00,2019-04-28 20:30,0,0,0,12.063
2019-04-28 17:00,2019-04-28 21:30,0,0,0,11.427
2019-04-28 18:00,2019-04-28 22:30,0,0,0,10.960
2019-04-28 19:00,2019-04-28 23:30,0,0,0,10.740
2019-04-28 20:00,2019-04-29 00:30,0,0,0,10.611
2019-04-28 21:00,2019-04-29 01:30,0,0,0,10.230
2019-04-28 22:00,2019-04-29 02:30,0,0,0,9.735
2019-04-28 23:00,2019-04-29 03:30,0,0,0,9.191
2019-04-29 00:00,2019-04-29 04:30,0,0,0,8.729
2019-04-29 01:00,2019-04-29 05:30,0,0,0,8.301
2019-04-29 02:00,2019-04-29 06:30,22.450,0,0.037,9.301
2019-04-29 03:00,2019-04-29 07:30,194.229,0.165,0.060,12.333
2019-04-29 04:00,2019-04-29 08:30,408.786,0.406,0.070,15.987
2019-04-29 05:00,2019-04-29 09:30,586.160,0.631,0.079,18.442
2019-04-29 06:00,2019-04-29 10:30,705.518,0.801,0.090,20.317
2019-04-29 07:00,2019-04-29 11:30,779.321,0.920,0.095,21.903
2019-04-29 08:00,2019-04-29 12:30,803.946,0.967,0.097,23.129
2019-04-29 09:00,2019-04-29 13:30,783.576,0.940,0.095,23.964
2019-04-29 10:00,2019-04-29 14:30,714.119,0.835,0.092,24.420
2019-04-29 11:00,2019-04-29 15:30,595.519,0.663,0.085,24.481
2019-04-29 12:00,2019-04-29 16:30,428.269,0.443,0.077,24.106
2019-04-29 13:00,2019-04-29 17:30,224.094,0.203,0.068,23.216
2019-04-29 14:00,2019-04-29 18:30,37.264,0.008,0.049,20.497
2019-04-29 15:00,2019-04-29 19:30,0,0,0.003,17.787
2019-04-29 16:00,2019-04-29 20:30,0,0,0,16.894
2019-04-29 17:00,2019-04-29 21:30,0,0,0,15.777
2019-04-29 18:00,2019-04-29 22:30,0,0,0,14.419
2019-04-29 19:00,2019-04-29 23:30,0,0,0,13.162
2019-04-29 20:00,2019-04-30 00:30,0,0,0,12.272
2019-04-29 21:00,2019-04-30 01:30,0,0,0,11.737
2019-04-29 22:00,2019-04-30 02:30,0,0,0,11.318
2019-04-29 23:00,2019-04-30 03:30,0,0,0,10.838
2019-04-30 00:00,2019-04-30 04:30,0,0,0,10.357
2019-04-30 01:00,2019-04-30 05:30,0,0,0,9.990
2019-04-30 02:00,2019-04-30 06:30,27.395,0,0.043,11.166
2019-04-30 03:00,2019-04-30 07:30,175.118,0.119,0.087,13.921
2019-04-30 04:00,2019-04-30 08:30,383.293,0.358,0.091,17.538
2019-04-30 05:00,2019-04-30 09:30,562.808,0.591,0.094,20.263
2019-04-30 06:00,2019-04-30 10:30,686.141,0.767,0.103,21.948
2019-04-30 07:00,2019-04-30 11:30,750.422,0.862,0.113,23.076
2019-04-30 08:00,2019-04-30 12:30,772.577,0.899,0.118,23.890
2019-04-30 09:00,2019-04-30 13:30,751.922,0.869,0.118,24.422
2019-04-30 10:00,2019-04-30 14:30,680.142,0.758,0.117,24.616
2019-04-30 11:00,2019-04-30 15:30,554.759,0.573,0.117,24.378
2019-04-30 12:00,2019-04-30 16:30,388.083,0.354,0.115,23.682
2019-04-30 13:00,2019-04-30 17:30,202.559,0.145,0.101,22.555
2019-04-30 14:00,2019-04-30 18:30,44.297,0.005,0.060,20.015
2019-04-30 15:00,2019-04-30 19:30,0,0,0.003,16.381
2019-04-30 16:00,2019-04-30 20:30,0,0,0,15.139
2019-04-30 17:00,2019-04-30 21:30,0,0,0,14.205
2019-04-30 18:00,2019-04-30 22:30,0,0,0,13.307
2019-04-30 19:00,2019-04-30 23:30,0,0,0,12.545
2019-04-30 20:00,2019-05-01 00:30,0,0,0,11.907
2019-04-30 21:00,2019-05-01 01:30,0,0,0,11.324
2019-04-30 22:00,2019-05-01 02:30,0,0,0,10.814
2019-04-30 23:00,2019-05-01 03:30,0,0,0,10.337
2019-05-01 00:00,2019-05-01 04:30,0,0,0,9.876
2019-05-01 01:00,2019-05-01 05:30,0,0,0,9.514
2019-05-01 02:00,2019-05-01 06:30,26.481,0,0.042,10.844
2019-05-01 03:00,2019-05-01 07:30,189.807,0.150,0.073,14.739
2019-05-01 04:00,2019-05-01 08:30,379.365,0.350,0.095,17.934
2019-05-01 05:00,2019-05-01 09:30,545.982,0.558,0.107,20.833
2019-05-01 06:00,2019-05-01 10:30,663.511,0.724,0.116,22.800
2019-05-01 07:00,2019-05-01 11:30,753.433,0.877,0.112,24.405
2019-05-01 08:00,2019-05-01 12:30,778.733,0.925,0.113,25.660
2019-05-01 09:00,2019-05-01 13:30,749.193,0.878,0.116,26.466
2019-05-01 10:00,2019-05-01 14:30,683.724,0.779,0.113,26.894
2019-05-01 11:00,2019-05-01 15:30,544.818,0.558,0.128,26.849
2019-05-01 12:00,2019-05-01 16:30,312.694,0.198,0.182,26.086
2019-05-01 13:00,2019-05-01 17:30,138.520,0.036,0.139,24.827
2019-05-01 14:00,2019-05-01 18:30,40.784,0.001,0.060,22.267
2019-05-01 15:00,2019-05-01 19:30,0,0,0.003,19.057
2019-05-01 16:00,2019-05-01 20:30,0,0,0,17.829
2019-05-01 17:00,2019-05-01 21:30,0,0,0,16.510
2019-05-01 18:00,2019-05-01 22:30,0,0,0,15.669
2019-05-01 19:00,2019-05-01 23:30,0,0,0,15.090
2019-05-01 20:00,2019-05-02 00:30,0,0,0,14.663
2019-05-01 21:00,2019-05-02 01:30,0,0,0,14.545
2019-05-01 22:00,2019-05-02 02:30,0,0,0,14.129
2019-05-01 23:00,2019-05-02 03:30,0,0,0,13.437
2019-05-02 00:00,2019-05-02 04:30,0,0,0,12.822
2019-05-02 01:00,2019-05-02 05:30,0,0,0,12.269
2019-05-02 02:00,2019-05-02 06:30,28.695,0,0.045,13.385
2019-05-02 03:00,2019-05-02 07:30,177.477,0.126,0.084,16.277
2019-05-02 04:00,2019-05-02 08:30,371.514,0.343,0.096,19.823
2019-05-02 05:00,2019-05-02 09:30,539.957,0.561,0.103,22.877
2019-05-02 06:00,2019-05-02 10:30,663.535,0.741,0.109,24.685
2019-05-02 07:00,2019-05-02 11:30,738.223,0.861,0.113,25.949
2019-05-02 08:00,2019-05-02 12:30,765.147,0.910,0.114,26.838
2019-05-02 09:00,2019-05-02 13:30,745.994,0.884,0.112,27.456
2019-05-02 10:00,2019-05-02 14:30,678.774,0.781,0.108,27.809
2019-05-02 11:00,2019-05-02 15:30,562.205,0.611,0.104,27.791
2019-05-02 12:00,2019-05-02 16:30,400.139,0.395,0.098,27.385
2019-05-02 13:00,2019-05-02 17:30,208.435,0.167,0.090,26.392
2019-05-02 14:00,2019-05-02 18:30,44.204,0.005,0.061,23.289
2019-05-02 15:00,2019-05-02 19:30,0,0,0.004,19.570
2019-05-02 16:00,2019-05-02 20:30,0,0,0,18.266
2019-05-02 17:00,2019-05-02 21:30,0,0,0,17.283
2019-05-02 18:00,2019-05-02 22:30,0,0,0,16.646
2019-05-02 19:00,2019-05-02 23:30,0,0,0,16.385
2019-05-02 20:00,2019-05-03 00:30,0,0,0,15.925
2019-05-02 21:00,2019-05-03 01:30,0,0,0,15.187
2019-05-02 22:00,2019-05-03 02:30,0,0,0,14.513
2019-05-02 23:00,2019-05-03 03:30,0,0,0,14.002
2019-05-03 00:00,2019-05-03 04:30,0,0,0,13.678
2019-05-03 01:00,2019-05-03 05:30,0,0,0,13.385
2019-05-03 02:00,2019-05-03 06:30,32.297,0,0.050,14.617
2019-05-03 03:00,2019-05-03 07:30,167.163,0.091,0.110,17.787
2019-05-03 04:00,2019-05-03 08:30,354.872,0.298,0.124,21.347
2019-05-03 05:00,2019-05-03 09:30,523.141,0.524,0.126,25.364
2019-05-03 06:00,2019-05-03 10:30,645.893,0.707,0.130,27.551
2019-05-03 07:00,2019-05-03 11:30,713.956,0.813,0.139,28.977
2019-05-03 08:00,2019-05-03 12:30,695.188,0.746,0.180,29.710
2019-05-03 09:00,2019-05-03 13:30,579.398,0.476,0.271,29.537
2019-05-03 10:00,2019-05-03 14:30,418.805,0.199,0.322,28.563
2019-05-03 11:00,2019-05-03 15:30,311.017,0.100,0.282,27.584
2019-05-03 12:00,2019-05-03 16:30,233.917,0.067,0.221,26.856
2019-05-03 13:00,2019-05-03 17:30,149.433,0.039,0.149,25.911
2019-05-03 14:00,2019-05-03 18:30,48.144,0.002,0.069,23.405
2019-05-03 15:00,2019-05-03 19:30,0,0,0.004,20.144
2019-05-03 16:00,2019-05-03 20:30,0,0,0,18.837
2019-05-03 17:00,2019-05-03 21:30,0,0,0,17.953
2019-05-03 18:00,2019-05-03 22:30,0,0,0,17.177
2019-05-03 19:00,2019-05-03 23:30,0,0,0,16.910
2019-05-03 20:00,2019-05-04 00:30,0,0,0,16.657
